id;date;vaccines;tests;confirmed;recovered;deaths;hosp;vent;icu;population;school_closing;workplace_closing;cancel_events;gatherings_restrictions;transport_closing;stay_home_restrictions;internal_movement_restrictions;international_movement_restrictions;information_campaigns;testing_policy;contact_tracing;stringency_index;iso_alpha_3;iso_alpha_2;iso_numeric;currency;administrative_area_level;administrative_area_level_1;administrative_area_level_2;administrative_area_level_3;latitude;longitude;key;key_apple_mobility;key_google_mobility
AUT;12/02/2020;;;;;;;;;8840521;0;0;0;0;0;0;0;0;0;1;0;0;AUT;AT;40;EUR;1;Austria;;;475162;145501;;Austria;AT
AUT;13/02/2020;;;;;;;;;8840521;0;0;0;0;0;0;0;0;0;1;0;0;AUT;AT;40;EUR;1;Austria;;;475162;145501;;Austria;AT
AUT;14/02/2020;;;;;;;;;8840521;0;0;0;0;0;0;0;0;0;1;0;0;AUT;AT;40;EUR;1;Austria;;;475162;145501;;Austria;AT
AUT;15/02/2020;;;;;;;;;8840521;0;0;0;0;0;0;0;0;0;1;0;0;AUT;AT;40;EUR;1;Austria;;;475162;145501;;Austria;AT
AUT;16/02/2020;;;;;;;;;8840521;0;0;0;0;0;0;0;0;0;1;0;0;AUT;AT;40;EUR;1;Austria;;;475162;145501;;Austria;AT
AUT;17/02/2020;;;;;;;;;8840521;0;0;0;0;0;0;0;0;0;1;0;0;AUT;AT;40;EUR;1;Austria;;;475162;145501;;Austria;AT
AUT;18/02/2020;;;;;;;;;8840521;0;0;0;0;0;0;0;0;0;1;0;0;AUT;AT;40;EUR;1;Austria;;;475162;145501;;Austria;AT
AUT;19/02/2020;;;;;;;;;8840521;0;0;0;0;0;0;0;0;0;1;0;0;AUT;AT;40;EUR;1;Austria;;;475162;145501;;Austria;AT
AUT;20/02/2020;;;;;;;;;8840521;0;0;0;0;0;0;0;0;0;1;0;0;AUT;AT;40;EUR;1;Austria;;;475162;145501;;Austria;AT
AUT;21/02/2020;;;;;;;;;8840521;0;0;0;0;0;0;0;0;0;1;0;0;AUT;AT;40;EUR;1;Austria;;;475162;145501;;Austria;AT
AUT;22/02/2020;;;;;;;;;8840521;0;0;0;0;0;0;0;0;0;1;0;0;AUT;AT;40;EUR;1;Austria;;;475162;145501;;Austria;AT
AUT;23/02/2020;;;;;;;;;8840521;0;0;0;0;0;0;0;0;0;1;0;0;AUT;AT;40;EUR;1;Austria;;;475162;145501;;Austria;AT
AUT;24/02/2020;;;;;;;;;8840521;0;0;0;0;0;0;0;0;2;1;0;1111;AUT;AT;40;EUR;1;Austria;;;475162;145501;;Austria;AT
AUT;25/02/2020;;;;;;;;;8840521;0;0;0;0;0;0;0;0;2;1;1;1111;AUT;AT;40;EUR;1;Austria;;;475162;145501;;Austria;AT
AUT;26/02/2020;;;1;0;0;;;;8840521;0;0;0;0;0;0;0;0;2;1;1;1111;AUT;AT;40;EUR;1;Austria;;;475162;145501;;Austria;AT
AUT;27/02/2020;;;3;0;0;;;;8840521;0;0;0;0;0;0;0;0;2;1;1;1111;AUT;AT;40;EUR;1;Austria;;;475162;145501;;Austria;AT
AUT;28/02/2020;;;7;0;0;;;;8840521;0;0;0;0;0;0;0;0;2;1;1;1111;AUT;AT;40;EUR;1;Austria;;;475162;145501;;Austria;AT
AUT;29/02/2020;;;8;0;0;;;;8840521;0;0;0;0;0;0;0;0;2;1;1;1111;AUT;AT;40;EUR;1;Austria;;;475162;145501;;Austria;AT
AUT;01/03/2020;;;12;0;0;;;;8840521;0;0;0;0;0;0;0;0;2;1;1;1111;AUT;AT;40;EUR;1;Austria;;;475162;145501;;Austria;AT
AUT;02/03/2020;;;17;0;0;;;;8840521;0;0;0;0;0;0;0;0;2;1;1;1111;AUT;AT;40;EUR;1;Austria;;;475162;145501;;Austria;AT
AUT;03/03/2020;;;23;0;0;;;;8840521;0;0;0;0;0;0;0;0;2;1;1;1111;AUT;AT;40;EUR;1;Austria;;;475162;145501;;Austria;AT
AUT;04/03/2020;;;37;0;0;;;;8840521;0;0;0;0;0;0;0;0;2;1;1;1111;AUT;AT;40;EUR;1;Austria;;;475162;145501;;Austria;AT
AUT;05/03/2020;;;46;2;0;;;;8840521;0;0;0;0;0;0;0;0;2;1;1;1111;AUT;AT;40;EUR;1;Austria;;;475162;145501;;Austria;AT
AUT;06/03/2020;;;75;2;0;;;;8840521;0;0;0;0;0;0;0;0;2;1;1;1111;AUT;AT;40;EUR;1;Austria;;;475162;145501;;Austria;AT
AUT;07/03/2020;;;98;2;0;;;;8840521;0;0;0;0;0;0;0;0;2;1;1;1111;AUT;AT;40;EUR;1;Austria;;;475162;145501;;Austria;AT
AUT;08/03/2020;;;126;2;0;;;;8840521;0;0;0;0;0;0;0;0;2;1;1;1111;AUT;AT;40;EUR;1;Austria;;;475162;145501;;Austria;AT
AUT;09/03/2020;;;148;2;0;;;;8840521;0;0;0;0;0;0;0;3;2;1;1;1944;AUT;AT;40;EUR;1;Austria;;;475162;145501;;Austria;AT
AUT;10/03/2020;;;203;3;0;;;;8840521;0;0;0;0;0;0;0;3;2;1;1;1944;AUT;AT;40;EUR;1;Austria;;;475162;145501;;Austria;AT
AUT;11/03/2020;;;312;5;0;;;;8840521;0;0;2;0;0;0;0;3;2;1;1;3056;AUT;AT;40;EUR;1;Austria;;;475162;145501;;Austria;AT
AUT;12/03/2020;;;410;8;1;;;;8840521;0;1;2;0;0;0;0;3;2;1;1;3426;AUT;AT;40;EUR;1;Austria;;;475162;145501;;Austria;AT
AUT;13/03/2020;;;592;8;1;;;;8840521;0;1;2;0;1;0;2;3;2;1;1;4815;AUT;AT;40;EUR;1;Austria;;;475162;145501;;Austria;AT
AUT;14/03/2020;;;802;10;2;;;;8840521;0;1;2;0;1;0;2;3;2;1;1;4815;AUT;AT;40;EUR;1;Austria;;;475162;145501;;Austria;AT
AUT;15/03/2020;;;1000;14;3;;;;8840521;0;1;2;0;1;0;2;3;2;1;1;4815;AUT;AT;40;EUR;1;Austria;;;475162;145501;;Austria;AT
AUT;16/03/2020;;;1226;26;5;;;;8840521;2;3;2;4;1;2;2;3;2;1;1;8148;AUT;AT;40;EUR;1;Austria;;;475162;145501;;Austria;AT
AUT;17/03/2020;;;1572;28;7;;;;8840521;2;3;2;4;1;2;2;3;2;1;1;8148;AUT;AT;40;EUR;1;Austria;;;475162;145501;;Austria;AT
AUT;18/03/2020;;;1944;30;12;;;;8840521;2;3;2;4;1;2;2;3;2;1;1;8148;AUT;AT;40;EUR;1;Austria;;;475162;145501;;Austria;AT
AUT;19/03/2020;;;2399;34;15;;;;8840521;2;3;2;4;1;2;2;3;2;1;1;8148;AUT;AT;40;EUR;1;Austria;;;475162;145501;;Austria;AT
AUT;20/03/2020;;;2908;44;20;;;;8840521;2;3;2;4;1;2;2;3;2;1;1;8148;AUT;AT;40;EUR;1;Austria;;;475162;145501;;Austria;AT
AUT;21/03/2020;;;3456;55;26;;;;8840521;2;3;2;4;1;2;2;3;2;1;1;8148;AUT;AT;40;EUR;1;Austria;;;475162;145501;;Austria;AT
AUT;22/03/2020;;;4074;73;34;;;;8840521;2;3;2;4;1;2;2;3;2;1;1;8148;AUT;AT;40;EUR;1;Austria;;;475162;145501;;Austria;AT
AUT;23/03/2020;;;4760;129;46;;;;8840521;2;3;2;4;1;2;2;3;2;2;1;8148;AUT;AT;40;EUR;1;Austria;;;475162;145501;;Austria;AT
AUT;24/03/2020;;;5483;219;56;;;;8840521;2;3;2;4;1;2;2;3;2;2;1;8148;AUT;AT;40;EUR;1;Austria;;;475162;145501;;Austria;AT
AUT;25/03/2020;;;6237;315;65;;;;8840521;2;3;2;4;1;2;2;3;2;2;1;8148;AUT;AT;40;EUR;1;Austria;;;475162;145501;;Austria;AT
AUT;26/03/2020;;;7294;476;81;;;;8840521;2;3;2;4;1;2;2;3;2;2;1;8148;AUT;AT;40;EUR;1;Austria;;;475162;145501;;Austria;AT
AUT;27/03/2020;;;8101;697;101;;;;8840521;2;3;2;4;1;2;2;3;2;2;1;8148;AUT;AT;40;EUR;1;Austria;;;475162;145501;;Austria;AT
AUT;28/03/2020;;;8718;893;120;;;;8840521;2;3;2;4;1;2;2;3;2;2;1;8148;AUT;AT;40;EUR;1;Austria;;;475162;145501;;Austria;AT
AUT;29/03/2020;;;9265;1145;134;;;;8840521;2;3;2;4;1;2;2;3;2;2;1;8148;AUT;AT;40;EUR;1;Austria;;;475162;145501;;Austria;AT
AUT;30/03/2020;;;9936;1516;155;;;;8840521;2;3;2;4;1;2;2;3;2;2;2;8148;AUT;AT;40;EUR;1;Austria;;;475162;145501;;Austria;AT
AUT;31/03/2020;;;10487;1893;173;;;;8840521;2;3;2;4;1;2;2;3;2;2;2;8148;AUT;AT;40;EUR;1;Austria;;;475162;145501;;Austria;AT
AUT;01/04/2020;;16834;11036;2237;184;856;;215;8840521;2;3;2;4;1;2;2;3;2;2;2;8148;AUT;AT;40;EUR;1;Austria;;;475162;145501;;Austria;AT
AUT;02/04/2020;;92190;11474;2623;204;823;;219;8840521;2;3;2;4;1;2;2;3;2;2;2;8148;AUT;AT;40;EUR;1;Austria;;;475162;145501;;Austria;AT
AUT;03/04/2020;;98343;11886;3095;222;829;;245;8840521;2;3;2;4;1;2;2;3;2;2;2;8148;AUT;AT;40;EUR;1;Austria;;;475162;145501;;Austria;AT
AUT;04/04/2020;;104134;12139;3627;242;826;;245;8840521;2;3;2;4;1;2;2;3;2;2;2;8148;AUT;AT;40;EUR;1;Austria;;;475162;145501;;Austria;AT
AUT;05/04/2020;;108416;12322;3973;264;712;;244;8840521;2;3;2;4;1;2;2;3;2;2;2;8148;AUT;AT;40;EUR;1;Austria;;;475162;145501;;Austria;AT
AUT;06/04/2020;;111296;12628;4689;295;824;;250;8840521;2;3;2;4;1;2;2;3;2;2;2;8148;AUT;AT;40;EUR;1;Austria;;;475162;145501;;Austria;AT
AUT;07/04/2020;;115235;12917;5210;324;857;;243;8840521;2;3;2;4;1;2;2;3;2;2;2;8148;AUT;AT;40;EUR;1;Austria;;;475162;145501;;Austria;AT
AUT;08/04/2020;;120755;13207;5820;341;829;;267;8840521;2;3;2;4;1;2;2;3;2;2;2;8148;AUT;AT;40;EUR;1;Austria;;;475162;145501;;Austria;AT
AUT;09/04/2020;;126287;13483;6417;363;820;;266;8840521;2;3;2;4;1;2;2;3;2;2;2;8148;AUT;AT;40;EUR;1;Austria;;;475162;145501;;Austria;AT
AUT;10/04/2020;;134743;13840;7054;386;771;;261;8840521;2;3;2;4;1;2;2;3;2;2;2;8148;AUT;AT;40;EUR;1;Austria;;;475162;145501;;Austria;AT
AUT;11/04/2020;;140975;14043;7456;403;790;;245;8840521;2;3;2;4;1;2;2;3;2;2;2;8148;AUT;AT;40;EUR;1;Austria;;;475162;145501;;Austria;AT
AUT;12/04/2020;;144877;14154;7772;415;792;;243;8840521;2;3;2;4;1;2;2;3;2;2;2;8148;AUT;AT;40;EUR;1;Austria;;;475162;145501;;Austria;AT
AUT;13/04/2020;;148412;14241;8080;436;742;;239;8840521;2;3;2;4;1;2;2;3;2;2;2;8148;AUT;AT;40;EUR;1;Austria;;;475162;145501;;Austria;AT
AUT;14/04/2020;;151796;14391;8637;449;759;;243;8840521;2;2;2;4;1;2;2;3;2;2;2;7778;AUT;AT;40;EUR;1;Austria;;;475162;145501;;Austria;AT
AUT;15/04/2020;;156801;14520;9128;464;769;;232;8840521;2;2;2;4;1;2;2;3;2;2;2;7778;AUT;AT;40;EUR;1;Austria;;;475162;145501;;Austria;AT
AUT;16/04/2020;;162816;14631;9585;486;729;;238;8840521;2;2;2;4;1;2;2;3;2;2;2;7778;AUT;AT;40;EUR;1;Austria;;;475162;145501;;Austria;AT
AUT;17/04/2020;;169272;14731;10008;499;682;;227;8840521;2;2;2;4;1;2;2;3;2;2;2;7778;AUT;AT;40;EUR;1;Austria;;;475162;145501;;Austria;AT
AUT;18/04/2020;;175932;14791;10264;516;647;;208;8840521;2;2;2;4;1;2;2;3;2;2;2;7778;AUT;AT;40;EUR;1;Austria;;;475162;145501;;Austria;AT
AUT;19/04/2020;;179244;14838;10427;532;613;;204;8840521;2;2;2;4;1;2;2;3;2;2;2;7778;AUT;AT;40;EUR;1;Austria;;;475162;145501;;Austria;AT
AUT;20/04/2020;;182949;14906;10813;541;611;;194;8840521;2;2;2;4;1;2;2;3;2;2;2;7778;AUT;AT;40;EUR;1;Austria;;;475162;145501;;Austria;AT
AUT;21/04/2020;;189018;14976;11246;559;560;;196;8840521;2;2;2;4;1;2;2;3;2;2;2;7778;AUT;AT;40;EUR;1;Austria;;;475162;145501;;Austria;AT
AUT;22/04/2020;;201794;15049;11506;571;524;;176;8840521;2;2;2;4;1;2;2;3;2;2;2;7778;AUT;AT;40;EUR;1;Austria;;;475162;145501;;Austria;AT
AUT;23/04/2020;;205835;15109;11753;577;508;;169;8840521;2;2;2;4;1;2;1;3;2;2;2;75;AUT;AT;40;EUR;1;Austria;;;475162;145501;;Austria;AT
AUT;24/04/2020;;212686;15188;12017;584;495;;156;8840521;2;2;2;4;1;2;1;3;2;2;2;75;AUT;AT;40;EUR;1;Austria;;;475162;145501;;Austria;AT
