Date,Open,High,Low,Close,Adj Close,Volume
2020-01-22,3158.760010,3167.669922,3137.229980,3154.699951,3154.699951,3172100
2020-01-23,3152.229980,3159.250000,3116.610107,3121.979980,3121.979980,2998500
2020-01-24,3121.949951,3165.669922,3121.310059,3145.449951,3145.449951,2993700
2020-01-27,3146.110107,3146.610107,3089.330078,3098.439941,3098.439941,4013600
2020-01-28,3098.340088,3128.270020,3078.550049,3119.570068,3119.570068,0
2020-01-29,3119.790039,3142.389893,3116.979980,3133.530029,3133.530029,3804600
2020-01-30,3132.889893,3132.889893,3087.290039,3101.479980,3101.479980,3729300
2020-01-31,3100.919922,3112.669922,3060.320068,3074.310059,3074.310059,3778600
2020-02-03,3074.020020,3077.899902,3048.770020,3056.629883,3056.629883,3401000
2020-02-04,3058.729980,3086.729980,3058.419922,3083.669922,3083.669922,3995500
2020-02-05,3083.669922,3136.659912,3079.330078,3124.469971,3124.469971,4379800
2020-02-06,3125.520020,3161.679932,3118.879883,3142.590088,3142.590088,5269800
2020-02-07,3143.209961,3154.310059,3126.250000,3146.909912,3146.909912,3638800
2020-02-10,3140.459961,3148.169922,3118.729980,3119.100098,3119.100098,3951000
2020-02-11,3119.320068,3181.739990,3119.320068,3181.439941,3181.439941,4452200
2020-02-12,3174.489990,3212.270020,3165.409912,3204.790039,3204.790039,5105700
2020-02-13,3204.790039,3204.790039,3174.610107,3195.500000,3195.500000,4377900
2020-02-14,3195.209961,3221.300049,3191.520020,3212.479980,3212.479980,2797300
2020-02-17,3212.800049,3223.419922,3201.669922,3210.100098,3210.100098,2278900
2020-02-18,3208.429932,3208.770020,3165.169922,3178.620117,3178.620117,3369400
2020-02-19,3179.239990,3201.969971,3179.040039,3198.330078,3198.330078,3003900
2020-02-20,3198.510010,3203.699951,3173.530029,3173.840088,3173.840088,3228700
2020-02-21,3173.280029,3173.370117,3136.219971,3149.389893,3149.389893,3711900
2020-02-24,3147.389893,3147.389893,3010.860107,3040.229980,3040.229980,7069400
2020-02-25,3040.360107,3048.219971,2959.860107,2970.260010,2970.260010,5768900
2020-02-26,2969.699951,2975.709961,2889.360107,2959.840088,2959.840088,7310100
2020-02-27,2956.439941,2956.439941,2817.689941,2845.939941,2845.939941,7968000
2020-02-28,2845.330078,2845.330078,2710.199951,2787.389893,2787.389893,13392200
2020-03-02,2789.639893,2820.239990,2729.669922,2778.679932,2778.679932,9452700
2020-03-03,2779.530029,2881.469971,2779.530029,2809.580078,2809.580078,8765500
2020-03-04,2810.629883,2845.360107,2787.350098,2798.520020,2798.520020,8094000
2020-03-05,2799.209961,2830.790039,2709.850098,2720.959961,2720.959961,8601000
2020-03-06,2720.399902,2720.399902,2590.790039,2615.560059,2615.560059,9829800
2020-03-09,2614.449951,2614.449951,2368.870117,2379.929932,2379.929932,16420100
2020-03-10,2378.939941,2510.780029,2351.899902,2361.409912,2361.409912,13452000
2020-03-11,2363.340088,2431.229980,2283.659912,2305.949951,2305.949951,11507100
2020-03-12,2302.449951,2302.449951,1980.910034,1991.219971,1991.219971,16531900
2020-03-13,1989.430054,2141.389893,1968.770020,2000.760010,2000.760010,15318700
2020-03-16,2000.630005,2000.630005,1753.619995,1791.420044,1791.420044,13463800
